question,WikiLength
121401,76727
121405,30887
121409,75565
121417,85530
121418,0
9314,20505
121422,16331
121423,14766
121424,12923
121430,24091
121438,18528
121439,18020
121441,24357
121442,8150
121449,30262
121451,46943
121452,16990
102162,11902
121456,28000
121457,17526
121458,28000
121461,15610
121463,11304
121470,62838
121471,2492
121473,14350
121475,5423
121483,3993
121484,20123
107629,10821
121488,26799
121495,84962
121497,5017
121503,7914
121504,14059
9329,0
121513,10430
121518,22110
121520,9641
121524,19545
121527,18448
121528,9981
121536,21954
121539,7411
121542,63170
121545,16456
121546,11314
121549,17943
121550,73440
121577,30719
121578,28000
121579,15410
121582,11712
121584,7792
121585,11036
121587,26075
121589,22566
121592,18854
121593,28000
121597,11856
121598,12495
121604,47399
121605,16178
121619,32461
121621,35174
121623,58724
121625,62070
121626,18448
121629,0
121630,39513
121631,11084
121632,44597
121634,38426
121636,39134
121639,48674
121644,15767
121645,28000
121646,21154
121647,39226
121651,29134
121652,10222
121654,66563
121656,28284
121657,7635
121662,20847
121663,41078
121664,1288
121665,15987
121666,27705
121670,28393
121672,12334
121675,64152
121676,13161
121678,16619
107662,20997
121688,10029
121691,15573
121693,0
121694,24630
121701,11058
121703,18805
121709,36538
121710,34952
121715,16998
121718,11456
121719,15677
121725,67693
121727,20455
121729,28000
121732,24831
121736,30780
121738,76226
121739,72054
121741,82821
121749,13526
121750,19647
121752,48009
121756,26089
121757,18246
121758,38463
121769,28857
121770,28000
121771,26285
121773,10492
121776,19484
121778,81996
121784,85530
121787,19776
121792,18645
121795,15610
121796,44840
121797,39455
121798,57457
121800,16692
121805,11855
121810,36294
121817,46974
121819,33742
121828,61500
121831,0
121835,9272
121837,78186
121841,42476
121842,9578
121843,36764
121846,21747
121848,27705
121851,16149
121853,53383
121858,58335
121860,50419
121865,41015
121866,9717
121871,51527
121876,17777
121879,16158
121881,63664
121886,22064
121887,5315
121889,28000
121897,31246
121909,32392
121910,30243
121911,12608
121913,13161
121914,23478
121915,50579
121917,33491
121918,10973
121923,15630
121925,35497
121929,9437
121933,11084
121935,20466
121936,10490
121937,19776
121939,14671
121940,17169
121949,10492
121950,20056
7334,4697
121962,33984
121964,24920
121971,9671
121973,33892
121986,15767
121991,0
121994,16149
121996,12686
122001,12487
122002,907
122008,22318
122009,22719
122012,37504
122013,64152
122014,101144
122019,21542
107718,27629
122023,17562
122024,83505
122027,130943
122033,28000
122037,18506
122040,71546
122042,25080
122043,44577
122048,0
122052,42348
122053,27859
122055,15204
122057,11456
122058,32029
122060,9782
122061,18375
122062,57680
122063,12639
122064,72969
122068,5069
122070,13229
122073,12041
122074,9044
122076,24630
122077,44415
122078,14285
122080,26180
122084,28000
122088,48583
122090,12336
122100,38311
122101,53733
107732,29754
122106,17526
122108,28000
122112,19511
122121,49414
122123,31782
122126,11555
122128,29787
9432,22602
122131,67087
122138,32933
122139,11902
122143,14108
122152,84962
122156,43430
122168,14584
122169,16632
122170,51548
122176,9458
122182,76755
122183,12249
122184,37775
122185,7452
122186,28697
122187,20384
122197,14000
122202,18295
122204,8899
122206,13488
122209,33481
122211,49439
122212,36898
122213,28544
122216,44453
122218,57543
122220,38463
122222,41973
122272,73440
122293,118099
122305,12763
12162,27809
9463,26472
122319,67502
109913,7480
122339,20577
122347,119270
122349,73488
122358,69600
122362,51024
9472,16409
122371,25736
102316,34819
122379,45457
122382,1288
122390,74432
122394,65793
122402,31552
122403,67502
122423,0
122425,23757
122430,48674
122431,0
122436,13822
122438,28393
107788,5525
122451,11127
122452,2294
109917,4603
122457,1282
122460,28000
122465,53733
122469,28000
122472,27360
122474,13645
122475,31552
122476,28000
122477,7001
122484,26487
122486,6800
122488,74200
122491,57351
122493,26089
122495,47789
122500,60575
122502,35042
122503,49054
122504,50737
122505,17526
122508,21856
122511,11058
122512,81010
122513,38665
122515,58294
122522,72024
122528,32215
107803,3227
122537,66134
122538,5144
122540,13664
122543,14124
122545,82821
122548,14324
122549,25906
122550,14015
122552,18509
122553,26180
122554,16775
122556,69353
122558,28000
122559,7870
122564,12808
122565,26204
122567,51582
122577,38463
122579,56623
122581,38426
122582,49439
122588,57855
107813,30887
122594,11513
122595,28000
122598,10492
111013,28000
122602,93745
122604,33892
122607,28000
122609,65965
109274,18448
122613,28000
122622,6276
111014,4526
122636,0
122637,15017
107821,67430
122642,12111
122648,20466
122651,12647
122654,12336
122657,41472
122668,44050
122674,16387
122675,10843
122676,23731
122680,54668
122681,1388
122684,3227
122692,57680
122693,23519
122696,25612
122702,74432
6268,19986
122706,28000
122708,43792
122710,51879
122711,9877
122714,22566
122720,15501
122729,16492
122730,80539
122740,31641
122742,57855
122749,18461
122750,77473
122753,28000
122758,18464
122761,27409
122762,28000
122766,30604
122768,22808
122772,71018
122775,4603
122776,14708
122780,10704
122781,27831
122786,15987
122793,11989
122798,4155
122802,52319
122803,4000
122804,74432
122812,12312
122823,20963
122831,59088
122835,21112
122840,60493
122849,92493
122857,25594
122867,13079
122873,12388
122884,982
122888,22499
122902,55494
122906,11723
122909,26805
122914,14324
122919,17944
122922,9343
122925,25736
122930,55233
111024,18464
122932,75403
122939,7329
122941,51698
122954,28697
122971,40217
122977,9717
122984,36538
122995,43792
122998,5315
123005,20997
123009,33984
123010,12831
123017,7104
123024,36594
123037,12282
123054,70769
123058,28000
123065,5467
123071,13425
123074,28000
123082,28000
4131,33984
123106,24091
123109,9437
123112,40757
123113,45974
123117,10705
123121,48055
123123,11856
123124,22539
123125,0
123129,44577
123136,38665
123143,14565
123146,11855
123147,15784
123149,20774
123150,18805
123153,56197
123156,24407
123162,3993
4143,52319
123166,42554
123167,25757
123168,30603
123170,28544
123174,28568
108850,35782
123184,31504
123185,22464
123187,7914
123188,40891
123191,12487
123193,57895
123204,77512
123211,35715
123215,34153
123216,30433
123219,28000
123220,51879
123223,119270
123224,20466
123225,16331
123227,53383
123229,25465
123230,4469
111034,19653
123232,32850
123239,33749
123244,67693
123254,5444
123255,19545
123258,11036
123259,0
123263,30887
123265,49439
123266,28000
123271,17138
123273,38280
123274,18387
123278,51787
107928,3955
123283,9877
123284,83505
123287,28000
123288,11115
123289,29844
123294,33695
123295,11548
123298,16632
123299,10280
123302,18555
123303,16234
123305,13642
123306,48780
123310,32491
123313,40984
123315,66563
123317,26089
123318,16775
123319,26799
123321,18464
123323,13467
123326,55233
123327,69541
123331,28000
123332,73488
123333,48432
123345,10007
123348,6735
123354,51952
123359,8249
123361,17397
123363,14390
123365,32933
123374,5540
123375,69328
123376,60692
123384,75565
123385,33497
123395,6168
123405,14837
123408,27360
123412,44597
123418,92493
123420,28000
123426,28000
123429,19045
123437,0
123438,76030
123451,40564
123455,19647
123464,16409
123504,17546
123511,23731
123518,12384
123530,4000
123531,982
123532,24029
123539,48780
123543,8439
123549,0
123556,24904
123558,28000
123559,22653
123571,9458
123576,12336
123579,25438
123582,23111
123583,24630
123585,43819
123596,5444
123599,36297
123602,25586
123603,52943
123604,11989
123605,11513
6298,20794
123633,28774
123637,21712
4223,25080
123648,0
123651,13664
123656,28000
123657,32314
123663,36012
123673,34237
123676,35042
123680,9316
123681,32461
123694,43249
4232,39513
123701,32491
123706,66961
107999,18854
123708,30543
123709,67087
123710,51787
123711,31246
123713,22499
123718,26075
123719,35365
123722,14766
123723,57855
123729,40757
123730,20505
123731,0
123734,62256
123735,36181
123737,30433
123741,95884
123744,70769
123747,40411
123750,27827
123753,75314
123755,49375
123757,94481
123761,45916
123763,15630
123765,10523
123769,48963
123773,80539
123774,83505
123777,31782
123782,20518
123786,59941
123787,24664
123789,60137
123790,30926
105597,51879
123792,16692
123793,41593
123800,36594
123801,18645
123816,43369
123817,28000
123820,21856
123823,36407
123831,0
123835,93745
123840,37243
123842,22412
123844,81996
123846,35490
123850,63664
123854,47214
123857,57351
123859,35323
123863,16331
123866,35174
123869,27864
123875,28000
123879,40898
123892,82821
123896,73440
123900,23757
123910,3955
123911,26868
123912,45974
123913,57680
108041,13488
4284,20646
108050,18464
4285,36012
102598,66112
119004,11575
4324,22163
108094,18977
6938,31246
113576,16149
113581,17770
4360,101144
111077,28000
113609,33749
4394,76030
3061,30719
102704,12021
108174,28000
6338,8040
102722,13193
102729,5444
102737,60493
119128,69541
102746,22073
4457,28000
4464,17230
111097,28284
4494,7220
108264,34402
102803,17397
102812,81996
113737,58865
102816,18511
102823,55494
108289,47789
102833,63664
107836,16159
4537,28000
113765,61478
4180,25080
102849,28000
9638,10007
4557,7411
6366,15770
4558,40898
108324,76727
4561,5444
113795,94481
102875,51952
109513,23022
4576,18528
102884,21238
4585,18860
4588,12608
4598,2492
108374,75167
4613,14350
102923,11058
4625,39229
110037,19484
4627,4876
102936,57680
108413,28000
108417,9850
4652,14995
4654,22038
5642,9458
4671,16331
4674,5467
108442,28000
102982,28000
108445,28000
4684,15740
7483,50579
108455,45861
103000,13854
108464,60575
108475,26487
103020,30413
113951,28000
103035,28852
108502,22464
103056,28000
108535,11543
108540,17944
108550,35339
105705,62070
103095,118099
103099,30603
108562,28000
100255,12487
4819,11723
7394,66134
108592,43220
108597,11084
4834,4888
108604,28000
103144,28000
4841,24091
108613,46943
10310,22776
4850,6535
114077,9877
108616,13536
10313,21712
105378,15459
104627,17207
10316,30780
114089,62070
108629,11758
4869,16619
108638,18526
108651,77775
4889,27211
108672,8688
103218,47768
108693,35497
108698,14015
4934,28000
4946,19545
108715,19213
108718,52723
108719,37775
108721,28000
108724,28000
108727,34481
6449,12643
103279,18977
108747,36538
6451,33892
105747,74148
103310,9472
103313,12665
108792,51548
108798,65990
13008,8953
108807,20774
108809,7452
5045,12565
108815,26860
103361,11115
103365,6148
108833,10843
103376,19776
108838,51879
3198,30719
5092,18020
5098,58008
5101,16990
108882,6276
123231,28000
5129,10492
108905,28284
108915,64152
103461,35251
105779,34991
111239,20205
108956,24664
108969,79515
108975,15143
108991,28544
108994,38426
109017,23183
109020,38426
104708,7480
109056,8953
6515,41165
10779,30016
8069,34895
5338,4450
104724,11097
110417,24664
10813,8904
120041,19545
6527,24920
120053,28000
114593,41435
5368,22539
6528,9272
103678,18295
103681,6391
6530,16153
120067,19776
103684,32700
10844,12041
103688,5718
103642,44050
5390,11304
7624,23357
5393,11314
103701,4697
5398,22719
103704,0
103705,8303
10869,12041
103712,18509
103713,41217
103714,15880
106921,18463
103718,62203
10877,20466
103725,22653
109189,27345
109200,22539
109205,18375
103746,12487
103748,12767
103752,72969
5449,15784
109217,25612
103762,53383
103765,28000
