id,question,user,position,answer
26413,116918,245,66.0,Shakespeare
26414,116918,43,44.0,shakespeare
26415,116918,47,81.0,shakespeare
26416,116918,3,81.0,shakespeare
26417,106870,23,40.0,electronegativity
26419,106870,51,109.0,electronegativity
26420,106870,73,110.0,electronegativity
26421,106870,32,45.0,electronegativity
26422,106870,41,128.0,electronegativity
26423,106870,183,120.0,electronegativity
26424,106870,106,134.0,electronegativity
26426,106870,47,134.0,electronegativity
26427,106870,97,134.0,electronegativity
26428,106870,185,-134.0,affinity
26429,106870,142,-86.0,angular momentum
26430,106870,376,93.0,electronegativity
26431,106870,364,130.0,electronegativity
26433,106870,286,134.0,Electronegativity
26434,106870,202,126.0,electronegativity
26435,106870,293,-101.0,dipole moment
26436,116970,98,74.0,miller
26437,116986,64,77.0,"goodbye, mr chips"
26438,116996,3,85.0,twain
26440,117053,26,-104.0,alchohol
26441,117053,233,76.0,esthers
26442,117053,105,62.0,ether
26443,117053,95,61.0,ether
26444,117055,30,121.0,kami
26445,117057,28,67.0,meiji restoration
26447,117057,14,70.0,Meiji
26448,117057,42,-60.0,sengoku
26449,117057,1,83.0,mejii restoration
26450,117057,3,37.0,meiji restoration
26451,117058,72,111.0,Spoon River Anthology
26452,117061,28,55.0,mishima
26454,117062,52,10.0,spanish american war
26455,117062,18,81.0,spanish-american war
26456,117062,23,-42.0,gran chaco war
26457,117062,73,88.0,Spanish-American War
26458,117064,70,116.0,the idiot
26459,117064,10,113.0,the idiot
26461,117064,4,116.0,the idiot
26462,117064,112,114.0,the idiot
26463,117065,23,44.0,poland
26464,117065,30,54.0,Poland
26465,117065,64,27.0,poland
26466,117065,27,17.0,poland
26468,117077,49,-20.0,Aida
26469,117077,247,111.0,Poseidon
26470,117077,3,95.0,poseidon
26471,117077,62,61.0,poseidon
26472,117077,101,60.0,poseidon
26473,117077,88,102.0,poseidon
26475,117077,69,85.0,poseidon
26476,117077,64,67.0,poseidon
26477,117077,150,97.0,Poseidon
26478,117082,30,98.0,Epicurus
26479,117082,71,98.0,Epicureus
26480,117082,3,98.0,epicurus
26482,117085,44,117.0,caravaggio
26483,117085,21,123.0,Caravaggio
26484,117085,179,100.0,Carravaggio
26485,117085,73,98.0,caravaggio
26486,117085,35,-123.0,nevermind
26487,117085,96,114.0,caravaggio
26489,117085,43,-123.0,rembrandt
26490,117085,42,98.0,caravaggio
26491,117085,123,-123.0,El Greco
26492,117085,101,92.0,caravaggio
26493,117085,65,-123.0,ruebens
26494,117085,201,-5.0,chagall
26496,117085,124,123.0,caravaggio
26497,117088,9,111.0,argentina
26498,117088,71,50.0,Argentina
26499,117088,88,87.0,argentina
26500,117093,28,55.0, nernst
26501,117093,10,49.0,nernst
26503,117094,62,111.0,australia
26504,117094,71,69.0,Australia
26505,117095,54,89.0,geertz
26506,117095,44,106.0,geertz
26507,117095,58,-106.0,malinowsli
26508,117095,1,88.0,geertz
26510,117096,19,85.0,donatello
26511,117096,3,93.0,donatello
26512,117096,31,89.0,donatello
26513,117101,24,68.0,dionysus
26514,117101,33,35.0,Dionysus
26515,117103,13,34.0,zoroastrianism
26517,117103,132,97.0,Zoroastrianism
26518,117103,7,80.0,Zorastrianism
26519,117103,249,30.0,Zoroastrianism
26520,117103,142,53.0,zoroastrianism
26521,117103,64,109.0,zoroastrianism
26522,117106,52,26.0,pictures at an exhibition
26524,117107,19,-122.0,thomas
26525,117107,44,86.0,dickinson
26526,117107,179,98.0,Dickinson
26527,117107,14,98.0,Emily Dickinson
26528,117107,62,104.0,dickinson
26529,117107,7,88.0,Dickinson
26531,117107,80,104.0,dickinson
26532,117107,114,-79.0,sassoon
26533,117107,36,11.0,dickinson
26534,117107,71,42.0,Emily Dickinson 
26535,117107,15,90.0,dickinson
26536,117107,57,91.0,Dickinson
26538,117107,50,-50.0,browning
26539,117109,3,-40.0,photoelectric effect
26540,117109,31,87.0,brownian motion
26541,117120,14,131.0,Titian
26542,117120,125,103.0,titian
26543,117120,13,122.0,titian
26545,117120,76,122.0,titian
26546,117120,72,-131.0,Renoir
26547,117120,92,131.0,titian
26548,117120,143,115.0,Titian
26549,117120,201,131.0,titian
26550,117120,145,118.0,titian
26552,117133,54,125.0,bize5t
26553,117133,51,127.0,bizet
26554,117133,52,26.0,bizet
26555,117133,62,112.0,bizet
26556,117133,22,125.0,bizet
26557,117133,42,-69.0,donizetti
26559,117133,50,120.0,Bizet
26560,117135,30,139.0,Lewis
26561,117135,23,39.0,lewis
26562,117135,28,84.0,lewis
26563,117135,53,-88.0,Huxley
26564,117135,1,123.0,lewis
26566,117139,98,116.0,jonson
26567,117141,9,82.0,hegel
26568,117141,42,93.0,hegel
26569,117144,19,75.0,allende
26570,117144,9,77.0,allende
26571,117144,14,111.0,Allende
26573,117144,11,108.0,allende
26574,117144,129,117.0,allende
26575,117144,1,-117.0,f
26576,117144,4,85.0,allende
26577,117144,88,93.0,allende
26578,117144,5,92.0,allende
26580,117144,123,-117.0,fuentes
26581,117144,115,89.0,allende
26582,117144,2,29.0,allende
26583,117144,130,80.0,allende
26584,117147,18,91.0,pareto
26585,117147,16,-137.0,nash
26587,117147,22,87.0,pareto
26588,117147,147,-137.0,Nash
26589,117147,260,77.0,pareto
26590,117147,250,137.0,Pareto
26591,117147,9,-137.0,nash
26592,117147,203,79.0,pareto
26594,117147,34,55.0,Pareto
26595,117147,37,-115.0,peter
26596,117147,101,-62.0,nash
26597,117147,144,137.0,pareto
26598,117147,236,-137.0,Keynes
26599,117147,245,69.0,Pareto
26601,117147,221,98.0,pareto
26602,117147,187,23.0,Pareto
26603,117147,277,-136.0,Nash
26604,117147,169,-73.0,Nash
26605,117147,241,130.0,pareto
26606,117147,178,-137.0,Keynes
26608,117161,30,45.0,Debye
26609,117161,23,56.0,debye
26610,117161,33,107.0,Debye
26611,117161,115,49.0,debye
26612,117167,30,103.0,The Master Builder
26613,117167,1,-116.0,a dolls house
26615,117181,30,80.0,Elliot
26616,117181,18,73.0,eliot
26617,117181,113,64.0,eliot
26618,117181,47,73.0,george eliot
26619,117183,64,98.0,pragmatism
26620,117186,52,22.0,july's people
26622,117186,28,91.0,july's people
26623,117186,42,98.0,july's people
26624,117194,52,15.0,hall effect
26625,117194,73,78.0,Hall Effect
26626,117194,42,81.0,hall effect
26627,117194,1,68.0,hall
26629,117200,9,-80.0,truman
26630,117200,98,103.0,cleveland
26631,117200,122,96.0,cleveland
26632,117200,20,-87.0,hoover
26633,117200,31,103.0,cleveland
26634,117204,30,104.0,Fathers and Sons
26636,117204,54,74.0,fathers and sons
26637,117204,9,104.0,Fathers and sons
26638,117204,10,62.0,fathers and sons
26639,117204,42,73.0,fathers and sons
26640,117204,115,104.0,fathers and sons
26641,117209,30,98.0,Velazquez
26643,117210,19,107.0,arendt
26644,117210,22,59.0,arendt
26645,117210,21,107.0,arendt
26646,117210,52,9.0,arendt
26647,117210,28,-65.0,wber
26648,117210,70,104.0,Arendt
26650,117210,129,-107.0,bellow
26651,117210,64,99.0,arendt
26652,117210,3,103.0,arendt
26653,117210,50,-107.0,G
26654,117210,115,105.0,arendt
26655,117214,18,-65.0,penelope
26657,117214,111,111.0,Europa
26658,117214,54,89.0,europa
26659,117214,125,-62.0,atalanta
26660,117214,33,-107.0,Ariadne
26661,117214,132,-116.0,Seleme
26662,117214,181,-116.0,Daphne
26664,117214,3,-110.0,ariadne
26665,117214,98,-58.0,atalanta
26666,117214,31,113.0,europa
26667,117214,277,116.0,Europa
26668,105378,51,73.0,cry the beloved country
26669,105378,30,67.0,Cry the Beloved Country
26671,105378,23,29.0,"cry, the beloved country"
26672,105378,11,73.0,cry the beloved country
26673,117218,20,86.0,le corbusier
26674,117218,43,-106.0,mies van der rhoe
26675,117220,73,61.0,Hades
26676,117220,129,86.0,hades
26678,117220,4,99.0,hades
26679,117220,35,117.0,hades
26680,117220,49,-36.0,Cu Chulain
26681,117220,122,61.0,hades
26682,117220,6,-117.0,orpheus
26683,117220,31,105.0,hades
26685,117220,115,109.0,hades
26686,117222,71,71.0,Maslowe
26687,117222,71,21.0,Maslowe
26688,117222,42,52.0,maslow
26689,117226,59,79.0,henry IV
26690,117226,54,114.0,henry iv
26692,117226,75,43.0,henry IV
26693,117226,260,-22.0,philip ii
26694,117226,32,47.0,henry iv
26695,117226,56,108.0,henry iv
26696,117226,57,76.0,Henry II
26697,117226,9,82.0,henry iv
26699,117226,132,85.0,Henry IV
26700,117226,33,75.0,Henry IV
26701,117226,110,-89.0,henry 3
26702,117226,220,-114.0,Charlamagne II
26703,117226,31,67.0,henry iv
26704,117226,160,48.0,henry iv
26706,117226,209,114.0,Henry I
26707,117227,64,105.0,john stuart mill
26708,117229,28,57.0,pirandello
26709,117229,14,106.0,Pirandello
26710,117229,73,54.0,Pirandello
26711,117229,46,43.0,pirandello
26713,117229,98,124.0,pirandello
26714,117229,115,93.0,pirandello
26715,117229,31,-106.0,umberto eco
26716,117232,43,111.0,crane
26717,117235,22,49.0,coetzee
26718,117235,130,77.0,coetzee
26720,117236,52,36.0,entropy
26721,117236,28,60.0,entropy
26722,117236,9,104.0,entropy
26723,117236,247,104.0,entropy
26724,117236,119,44.0,entropy
26725,117236,3,71.0,entropy
26727,117236,49,94.0,entropy
26728,117236,31,83.0,entropy
26729,117237,9,88.0,cuba
26730,117237,42,-62.0,brazil
26731,117237,47,102.0,cuba
26732,117237,88,102.0,cuba
26734,117237,1,90.0,cuba
26735,106921,24,98.0,synge
26736,106921,62,117.0,synge
26737,106921,10,116.0,synge
26738,117240,43,-92.0,magnetic field
26739,117242,30,77.0,Chagall
26741,117242,64,88.0,chagall
26742,117249,71,-66.0,The Power Elite
26743,117249,47,100.0,theory of the leisure class
26744,117249,43,97.0,theory of the leisure class
26745,117249,27,100.0,theory of the leisure class
26746,117249,20,98.0,theory of the leisure class
26748,117256,20,-95.0,ganesh
26749,117256,70,105.0,krishna
26750,117256,91,108.0,krishna
26751,117256,129,-38.0,arjuna
26752,117259,64,-18.0,wolves
26753,117259,64,17.0,bird
26755,117260,42,110.0,as i lay dying
26756,117261,52,31.0,kind of blue
26757,117261,19,35.0,kind of blue
26758,117261,14,40.0,Kind Of Blue
26759,117265,52,-10.0,atp
26760,117265,1,92.0,glycine
26762,117269,9,30.0,foucault
26763,117269,46,28.0,foucault
26764,117271,51,73.0,surface tension
26765,117271,30,101.0,surface tension
26766,117271,53,98.0,Surface Tension
26767,117271,10,76.0,surface tension
26769,117272,73,100.0,Waitangi
26770,117272,27,105.0,waitangi
26771,117273,9,-105.0,hume
26772,117273,14,105.0,Quine
26773,117283,51,102.0,alkyne
26774,117283,28,57.0,alkyne
26776,117294,21,96.0,Soyinka
26777,117294,44,109.0,soyinka
26778,117294,73,84.0,Soyinka
26779,117294,33,52.0,Soyinka
26780,117294,62,-30.0,sophocles
26781,117297,51,-94.0,the new industrial state
26783,117297,22,52.0,affluent society
26784,117297,53,-65.0,Wealth of Nations
26785,117297,10,87.0,the affluent society
26786,117297,11,93.0,the affluent society
26787,117297,71,86.0,The Affluent SOciety
26788,117303,24,-101.0,pride and prejudice
26790,117304,42,40.0,copley
26791,117304,43,-88.0,velazquez
26792,117304,27,125.0,COPLEY
26793,117304,3,117.0,copley
26794,117310,54,118.0,portugal
26795,117310,14,-74.0,Spain
26797,117310,266,-87.0,aragon
26798,117310,69,82.0,portugal
26799,117310,282,70.0,portugal
26800,117310,109,109.0,Portugal
26801,117310,87,104.0,portugal
26802,117314,30,-66.0,Booth
26804,117314,33,58.0,Lincoln
26805,117314,53,110.0,Lincoln
26806,117314,30,106.0,Lincoln
26807,117314,0,64.0,lincoln
26808,117314,50,113.0,Lincoln
26809,117316,9,115.0,tanizaki
26811,117316,64,-97.0,kawabata
26812,117326,14,-56.0,Much ado about nothing
26813,117326,12,88.0,as you like it
26814,117327,30,55.0,Fear and Trembling
26815,117327,183,57.0,fear and trembling
26816,117327,148,115.0,fear and trembling
26818,117327,66,-115.0,federalist papers
26819,117329,44,-102.0,piaget
26820,117329,70,-102.0,piaget
26821,117329,114,69.0,erikson
26822,117329,43,-102.0,maslow
26823,117329,15,-85.0,freud
26825,117329,123,74.0,erikson
26826,117333,182,90.0, mafouz
26827,117338,19,-110.0,hardy
26828,117338,28,59.0,goldsmith
26829,117338,62,112.0,goldsmith
26830,117338,98,-110.0,fielding
26832,117346,64,-115.0,kuyper belt
26833,117348,19,-111.0,ethelred the unready
26834,117348,20,-51.0,macheath
26835,117348,31,111.0,edward the confessor
26836,117354,18,116.0,volpone
26837,117354,73,116.0,Volpone
26839,117354,3,98.0,volpone
26840,117354,47,116.0,volpone
26841,117354,49,-113.0,The Alchemist
26842,117362,18,108.0,liszt
26843,117362,31,65.0,liszt
26844,117365,20,49.0,spinoza
26846,117365,43,114.0,spinoza
26847,117365,3,46.0,spinoza
26848,117369,73,-48.0,Akutagawa
26849,117369,47,30.0,tanizaki
26850,117371,18,58.0,nehru
26851,117371,51,85.0,nehru
26853,117371,10,57.0,nehru
26854,117371,247,-107.0,Mahatma Gandhi
26855,117371,3,61.0,nehru
26856,117371,98,100.0,nehru
26857,117371,92,-107.0,ghandi
26858,117371,50,85.0,nehru
26860,117374,9,100.0,switzzerland
26861,117374,19,75.0,switzerland
26862,117374,28,100.0,switzerland
26863,117374,1,100.0,switzerland
26864,117376,20,-81.0,yom kippur
26865,117379,24,93.0,zola
26867,117379,47,118.0,zola
26868,117381,18,102.0,benzene
26869,117381,21,83.0,benzene
26870,117381,44,-102.0,hexane
26871,117381,89,-102.0,hexane
26872,117381,129,-100.0,phenol
26874,117381,43,84.0,benzene
26875,117381,59,102.0,benzene
26876,117381,27,-102.0,carbohexane
26877,117381,115,86.0,benzene
26878,117384,30,85.0,Portugal
26879,117385,9,32.0,praxiteles
26881,117391,20,107.0,wittgenstein
26882,117391,3,51.0,wittgenstein
26883,117391,20,107.0,wittgenstein
26884,117398,23,-36.0,voltage
26885,117398,31,98.0,capacitance
26886,117404,18,18.0,pirandello
26888,117404,122,105.0,pirandello
26889,117405,3,98.0,maslow
26890,117409,23,-75.0,big bang
26891,117409,33,101.0,Great Attractor
26892,117409,111,96.0,great attractor
26893,117409,42,101.0,great attractor
26895,117415,19,85.0,fugard
26896,117415,20,76.0,fugard
26897,3186,113,86.0,Trent
26898,117424,23,44.0,hesse
26899,117424,26,63.0,hesse
26900,117424,21,64.0,Hesse
26902,117424,58,-61.0, gray
26903,117424,132,64.0,Hesse
26904,117424,181,108.0,Hesse
26905,117424,114,61.0,hesse
26906,117424,119,108.0,hesse
26907,117424,4,62.0,hesse
26909,117424,201,44.0,Hesse
26910,117424,14,65.0,Hesse
26911,117424,66,82.0,Hesse
26912,117425,19,101.0,pareto
26913,117425,112,-47.0,poisson
26914,117425,104,88.0,pareto
26916,117425,21,51.0,Pareto
26917,117425,52,-40.0,irving fisher
26918,117425,190,101.0,Pareto
26919,117425,96,-72.0,galbraith
26920,117425,20,91.0,pareto
26921,117425,24,91.0,pareto
26923,117425,10,86.0,Pareto
26924,117425,129,-101.0,max
26925,117425,36,24.0,pareto
26926,117425,231,69.0,pareto
26927,117425,345,-101.0,Parteo
26928,117425,193,86.0,pareto
26930,117425,91,92.0,pareto
26931,117425,280,38.0,Pareto
26932,117425,281,-101.0,setti
26933,117425,137,86.0,Pareto
26934,117425,114,94.0,pareto
26935,117425,98,-101.0,shay
26937,117425,191,-101.0,Flaubert
26938,117425,240,-52.0,mill
26939,117425,87,-90.0,lorenz
26940,117425,275,90.0,Pareto
26941,117428,9,107.0,stein
26942,117428,1,-109.0,paul
26944,117429,30,-89.0,lysine
26945,117430,14,-93.0,Pei
26946,117430,33,90.0,Piano
26947,117430,42,-86.0,aalto
26948,117430,19,99.0,piano
26949,117430,3,-31.0,gehry
26951,117435,51,87.0,ammonia
26952,117435,3,105.0,ammonia
26953,117444,52,29.0,watson and the shark
26954,117444,10,-78.0,nope
26955,117459,182,127.0, titian
26956,117459,23,19.0,titian
26958,117459,114,100.0,titian
26959,117459,3,110.0,titian
26960,117459,236,50.0,titian
26961,117459,42,100.0,titian
26962,117459,84,88.0,titian
26963,117459,68,-127.0,da vinci
26965,117459,87,102.0,titian
26966,117460,30,108.0,Jane Austen
26967,117460,88,103.0,jane austen
26968,117463,30,114.0,War of the Austrian Succession
26969,117463,64,114.0,war of the austrian succession
26970,117463,71,60.0,War of the Austrian Sucession
26972,117468,24,69.0,delillo
26973,117468,17,-116.0,dillali
26974,117469,3,113.0,compactness
26975,117471,22,56.0,mauss
26976,117471,71,-39.0,Comte
26977,117471,72,60.0,Mauss
26979,117471,0,67.0,mauss
26980,117471,114,-55.0,durkheim
26981,117471,57,-53.0,Boas
26982,117471,50,-88.0,g
26983,117471,102,-51.0,levistrauss
26984,117471,142,-88.0,levi strauss
26986,117475,19,119.0,sons and lovers
26987,117475,33,116.0,Sons and Lovers
26988,117475,28,49.0,sons and lovers
26989,117475,70,119.0,sons and lovers
26990,117475,46,-93.0,long day's journey into night
26991,117475,47,-119.0,Lady CHatterly's Lover
26993,117480,20,107.0,moore
26994,117480,0,100.0,moore
26995,117480,1,107.0,Moore
26996,117480,112,107.0,moore
26997,117480,42,-86.0,popper
26998,117482,28,-35.0,homer
27000,117482,42,33.0,sargent
27001,117486,51,-84.0,titan
27002,117486,73,102.0,Ganymede
27003,117486,71,94.0,Ganymede
27004,117486,98,-103.0,europa
27005,117486,50,104.0,Ganymede
27007,117486,42,60.0,ganymede
27008,117487,52,21.0,crassus
27009,117487,71,24.0,Crasus
27010,117487,73,-26.0,domition
27011,117487,0,-121.0,pompey
27012,117487,22,104.0,crassus
27014,117487,242,-23.0,marius
27015,117487,43,-132.0,lepidus
27016,117496,30,-25.0,Apollo
27017,117496,18,89.0,ixion
27018,117496,33,76.0,Ixion
27019,117496,98,97.0,ixion
27021,117516,26,87.0,algeria
27022,117516,30,102.0,Alberia
27023,117516,14,71.0,Algeria
27024,117516,0,69.0,algeria
27025,117516,89,-84.0,libya
27026,117516,58,70.0,algeria
27028,117516,96,-58.0,yemen
27029,117516,233,-61.0,saudi arabia
27030,117516,148,-102.0,Morocco
27031,117516,47,-102.0,tangier
27032,117516,98,93.0,algeria
27033,117516,41,71.0,algeria
27035,117516,66,-102.0,Sudan
27036,117516,191,102.0,Algeria
27037,117523,30,-83.0,Puig
27038,106970,74,141.0, McCarthy
27039,106970,18,-99.0,caldwell
27040,106970,233,141.0,mccarthy
27042,106970,55,136.0,mccarthy
27043,106970,71,127.0,Cormac McCarthy
27044,106970,62,141.0,mccarthy
27045,106970,1,-136.0,mccuther
27046,106970,361,141.0,mccarthy
27047,106970,205,-25.0,mamet
27049,106970,98,141.0,mccarthy
27050,106970,101,100.0,cormac mccarthy
27051,106970,5,141.0,McCarthy
27052,106970,166,-75.0,Arnold
27053,106970,155,138.0,mccarthy
27054,106970,191,-141.0,Wilson
27056,106970,202,141.0,McCarthy
27057,117539,51,152.0,adams
27058,117539,30,78.0,John Adams
27059,117539,23,55.0,Adams
27060,117539,71,79.0,Adams
27061,117539,62,-52.0,satie
27063,117543,89,103.0,entrop
27064,117543,64,103.0,entropy
27065,117545,44,-133.0,Borges
27066,117545,19,-133.0,borges
27067,117545,23,-23.0,conrad
27068,117545,73,107.0,cortazar
27070,117545,104,74.0,cortazar
27071,117545,64,-133.0,Fuentes
27072,117545,98,-133.0,borges
27073,117545,121,-133.0,jonah greenthal
27074,117545,50,-133.0,allende
27075,117547,9,-60.0,indonesia
27077,117550,30,-83.0,Delos
27078,117550,9,-85.0,Delia
27079,117551,3,-68.0,lucy
27080,117555,52,16.0,eco
27081,117555,1,111.0,eco
27082,117562,18,141.0,poe
27084,117562,19,141.0,poe
27085,117562,20,140.0,poe
27086,117562,62,-59.0,rabelais
27087,117562,43,118.0,poe
27088,117562,47,131.0,poe
27089,117564,18,82.0,hayek
27091,117569,52,33.0,moksha
27092,117569,14,64.0,moksha
27093,117569,10,-104.0,nirvana
27094,117574,19,-61.0,rockwell
27095,117574,51,-126.0,adams
27096,117574,30,-126.0,Evans
27098,117574,9,-126.0,adams
27099,117574,129,118.0,lange
27100,117574,116,109.0,lange
27101,117574,114,101.0,lange
27102,117574,100,-54.0,johns
27103,117574,42,-60.0,rockwell
27105,117577,73,67.0,Lanier
27106,117577,21,70.0,Lanier
27107,117577,56,116.0,lanier
27108,117577,58,-116.0,winston
27109,117577,129,-116.0,hemingway
27110,117577,3,116.0,lanier
27112,117577,144,69.0,lanier
27113,117577,101,-13.0,irving
27114,117578,53,16.0,Ishtar
27115,117578,33,148.0,Ishtar
27116,117578,6,28.0,ishtar
27117,117578,143,-149.0,nope
27119,117578,98,70.0,ishtar
27120,117578,108,149.0,ishtar
27121,117578,102,37.0,ishtar
27122,117578,69,149.0,ishtar
27123,117580,19,113.0,grieg
27124,117580,23,-24.0,rachmaninov
27126,117580,33,-76.0,Haydn
27127,117580,35,130.0,grieg
27128,117580,27,-19.0,brahms
27129,117580,49,-130.0,Elgar
27130,117580,31,-130.0,strauss
27131,117580,2,130.0,Grieg
27133,117586,22,71.0,magnetic field
27134,117586,14,88.0,Magnetic Field
27135,117586,28,-39.0,electric field
27136,117586,1,103.0,magnetic field
27137,117586,64,-113.0,UBER FIELD OF AWESOME
27138,117586,80,58.0,magnetic field
27140,117586,27,-14.0,nuclear force
27141,117586,42,46.0,magnetic field
27142,117590,15,91.0,hopkins
27143,117590,42,84.0,hopkins
27144,117592,23,56.0,hanseatic league
27145,117592,42,61.0,hanseatic league
27147,117595,20,-99.0,tosca
27148,117595,114,44.0,turandot
27149,117595,43,41.0,turandot
27150,117595,142,-99.0,siegfried
27151,117595,41,10.0,turandot
27152,117595,20,99.0,turandot
27154,117599,43,-125.0,worms
27155,117600,20,137.0,seth
27156,117600,3,110.0,seth
27157,117601,14,138.0,The Misanthrope
27158,117601,33,123.0,The Misanthrope
27159,117601,75,-138.0,tartuffe
27161,117601,143,-138.0,the miser
27162,117601,64,45.0,The Misanthrope
27163,117601,142,-138.0,the imaginary invalid
27164,117601,139,-102.0,tartuffe
27165,117611,73,36.0,wallace stevens
27166,117611,33,50.0,Stevens
27168,117611,78,51.0,wallace stevens
27169,117611,280,-61.0,Thomas
27170,117611,101,89.0,wallace stevens
27171,117611,144,82.0,Stevens
27172,117619,51,21.0,lake baikal
27173,117619,10,15.0,lake baikal
27175,117620,14,-78.0,Mills
27176,117620,1,-79.0,moore
27177,117623,14,69.0,heisenberg uncertainty principle
27178,117624,64,106.0,portrait of a lady
27179,117627,19,-76.0,the birthday party
27180,117627,52,27.0,pinter
27182,117627,119,103.0,pinter
27183,117632,51,-94.0,niceae
27184,117632,23,-47.0,nicaea
27185,117632,33,15.0,Council of Chalcedon
27186,117632,62,-29.0,council of trent
27187,117632,0,-87.0,ephesus
27189,117632,247,-95.0,Council of Epheusus
27190,117632,50,-95.0,G
27191,117632,115,-95.0,constance
27192,117632,20,95.0,chalcedon
27193,117642,51,103.0,tlaloc
27194,117642,18,103.0,tlaloc
27196,117642,89,-103.0,huitzchicapoli
27197,117642,47,-103.0,quetzelcoatl
27198,117642,122,97.0,thaloc 
27199,117642,50,103.0,tlaloc
27200,117642,115,103.0,tlaloc
27201,117643,9,116.0,howells
27203,117644,62,93.0,formaldehyde
27204,117647,93,-27.0,fourth crusade
27205,117648,64,104.0,chomsky
27206,117648,98,104.0,chomsky
27207,117651,18,67.0,orwell
27208,117651,10,66.0,orwell
27210,106990,30,120.0,The Sorrows of Young Werther
27211,106990,19,132.0,sorrows of young werther
27212,106990,42,108.0,sorrows of young werther
27213,106990,43,127.0,the sorrows of young werther
27214,106990,1,132.0,the sorros of young werther
27215,117656,13,106.0,heidegger
27217,117656,130,-103.0,nietzsche
27218,117662,62,152.0,ethan frome
27219,117662,64,162.0,ethan frome
27220,117662,1,161.0,ethan frome
27221,117662,47,152.0,ethan frome
27222,117662,3,150.0,ethan frome
27224,117671,9,151.0,Lake Ladoga
27225,117671,129,-133.0,black sea
27226,117671,122,134.0,lake ladoga
27227,117681,28,142.0,quine
27228,117688,9,43.0,carmina burana
27229,117688,20,105.0,carmina burana
27231,117692,42,115.0,chopin
27232,117692,47,95.0,chopin
27233,117692,122,-123.0,oconnor
27234,117692,14,123.0,Chopin
27235,117692,115,106.0,chopin
27236,117693,28,-97.0,nestorianism
27238,117693,98,101.0,manecheism
27239,117702,18,109.0,michael henchard
27240,117702,10,35.0,michael henchard
27241,117702,98,-138.0,jude the obscure
27242,117707,43,-111.0,veroccio
27243,117707,3,57.0,donatello
27245,117708,21,85.0,Algeria
27246,117708,179,28.0,Algeria
27247,117708,132,98.0,Algeria
27248,117708,63,-51.0,Bangladesh
27249,117708,7,-86.0,Vietnam
27250,117708,112,98.0,algeria
27252,117708,119,94.0,algeria
27253,117708,249,82.0,Algeria
27254,117708,101,98.0,algeria
27255,117708,142,98.0,algeria
27256,117708,135,98.0,Algeria
27257,117708,50,-98.0,f
27259,112461,30,74.0,Hardy
27260,112461,28,-76.0,tennyson
27261,112461,14,66.0,Hardy
27262,112461,88,130.0,hardy
27263,117713,18,-119.0,hayek
27264,117713,24,-72.0,sen
27266,117719,27,148.0,all my sons
27267,3237,9,125.0,kings mountain
27268,117733,3,-79.0,habermas
27269,117734,0,62.0,ajax
27270,117736,74,-65.0, foucault
27271,117736,52,20.0,goffman
27273,117736,148,-125.0,Erikson
27274,117736,1,-88.0,foucoult
27275,117736,79,-63.0,levi strauss
27276,117736,199,-125.0,innes
27277,117736,3,-65.0,foucault
27278,117736,166,-71.0,Freud
27280,117736,186,-8.0,irving
27281,117736,120,111.0,goffman
27282,117736,290,41.0,goffman
27283,117736,196,23.0,goffmann
27284,117736,48,-125.0,Boas
27285,117736,108,-125.0,Chopin
27287,117736,293,125.0,Goffman
27288,117746,9,133.0,sickness unto death
27289,117746,18,130.0,sickness unto death
27290,117747,30,83.0,blue
27291,117747,20,65.0,blue
27292,117749,73,109.0,Camus
27294,117749,50,123.0,camus
27295,117749,247,140.0,Albert Camus
27296,117751,98,138.0,essay concerning human understanding
27297,117751,3,-138.0,enquiry concerning human understanding
27298,117757,28,112.0,odin
27299,117757,3,115.0,odin
27301,117763,54,-131.0,derrida
27302,117763,0,115.0,nozick
27303,117763,53,-131.0,Malenekowitz
27304,117763,73,-79.0,Austin
27305,117763,245,78.0,Nozick
27306,117763,42,130.0,nozick
27308,117770,20,137.0,hungary
27309,117770,70,137.0,hungary
27310,117770,58,133.0,hungary
27311,117770,4,136.0,hungary
27312,117770,43,137.0,hungary
27313,117770,66,137.0,Hungary
27315,117773,19,-111.0,mill
27316,117773,71,130.0,Bentham
27317,8707,30,73.0,gibberellins
27318,8707,0,-48.0,auxin
27319,8707,58,86.0,gibberellins
27320,8707,114,-51.0,auxin
27322,8707,5,68.0,Gibberellins
27323,8707,200,-33.0,auxins
27324,8707,201,73.0,gibberellens
27325,8707,38,-86.0,auxin
27326,8707,27,-86.0, 
27327,8707,403,-43.0,meristem
27329,117788,71,104.0,Loki
27330,117788,10,110.0,loki
27331,117788,26,124.0,loki
27332,117788,64,124.0,loki
27333,117789,30,97.0,death
27334,107015,19,79.0,pamuk
27336,107015,73,77.0,Orhan Pamuk
27337,117807,9,122.0,gilgamesh
27338,117809,73,102.0,tirthankaras
27339,117809,28,92.0,tirthankara
27340,117816,28,151.0,santayana
27341,117816,37,152.0,santayana
27343,117816,102,148.0,santayana
27344,3252,24,110.0,louis xi
27345,3252,71,110.0,Louis XI
27346,3252,29,110.0,Louis XII
27347,3252,43,110.0,louis ii
27348,3252,1,-110.0,Louis IX
27350,117822,10,115.0,athena
27351,117822,122,86.0,athene
27352,117822,31,81.0,athena
27353,117834,9,110.0,Huitzilopochtli
27354,117834,18,-74.0,tlaloc
